1.839188116770944514e+00 2.045602785530396872e+00 5.677250290816866496e+00 5.955447029792515501e+00 9.645145197356216116e+00 6.531770968715708392e+00 7.489066375339118231e+00 6.535698708517353239e+00
7.477148092712738503e+00 9.613067360728212662e+00 8.388297941553490844e-02 1.064443766977193340e+00 2.987037137693815403e+00 6.564111830822700000e+00 8.098125525409347603e+00 8.721759137242830917e+00
9.646475973719301322e+00 7.236853469199534317e+00 6.424753278958412750e+00 7.174536208124137282e+00 4.675990072192965030e+00 3.255846775393778092e+00 4.396446058848094474e+00 7.296890827468514473e+00
9.940145858999619222e+00 6.768737117737700260e+00 7.908225178477885642e+00 1.709142577924344097e+00 2.684927578993556718e-01 8.003702439254606560e+00 9.037225382170001708e+00 2.467621042926526620e-01
4.917473184458859059e+00 5.262551673498578886e+00 5.963660104193805545e+00 5.195754510253358660e-01 8.950895280539212351e+00 7.282661803271173184e+00 8.183500113899144779e+00 5.002227528344482366e+00
8.101894088032548069e+00 9.596852574456660179e-01 2.189500437320934800e+00 2.587190616031125323e+00 4.681057539529351885e+00 4.593732026034809124e+00 7.095097802091789418e+00 1.780530058835381180e+00
5.314498843596339839e+00 1.677422287864857031e+00 7.688139184058102593e+00 9.281705491153227072e+00 6.094936579935035681e+00 1.501834946688817007e+00 4.896267036939954131e+00 3.773449538332256381e+00
8.486014119777788522e+00 9.110972286316727065e+00 3.838487211572885194e+00 3.154959033961239001e+00 5.683941527954240236e+00 1.878180350243997543e+00 1.258415438273702280e+00 6.875958050444919145e+00
7.996067179474018793e+00 5.735365651986431779e+00 9.732299815994849723e+00 6.340543771374785642e+00 8.884217248114268273e+00 4.954147587574643019e+00 3.516165298902121705e+00 7.142303685445206440e+00
5.039291164479155150e+00 2.256376065206394443e+00 2.449744402418640998e+00 7.928007000495905565e+00 4.951724145113690412e+00 9.150936733997763639e+00 9.453718338750178418e+00 5.332322296552157503e+00
2.524925945574266528e+00 7.208620581748479417e+00 3.674387637945772944e+00 4.986484429110532801e+00 2.265750474624558031e+00 3.535656467460469798e+00 6.508517866232056193e+00 3.129328953051520035e+00
7.687354471693397251e+00 7.818371033712542051e+00 8.524094829407250273e+00 9.499057401519872101e+00 1.073229122010441738e+00 9.107253559654026276e+00 3.360551619124861666e+00 8.263804268146445864e+00
8.981006351198468352e+00 4.271530433633308199e-01 1.957949990887963843e+00 2.945013219571044338e+00 6.269998805719289692e+00 8.622310512275210836e-01 1.429450198122096394e+00 5.158265192309317015e+00
6.893413296582981076e+00 8.566258107898887530e+00 6.473616833221110589e+00 5.816186755307398926e+00 7.111159550984597288e+00 2.524168570465248340e+00 9.001596834826075977e+00 4.422936929062839084e+00
2.052082465671201117e-01 9.596610139968158038e+00 6.522254224477254780e+00 5.132062501046736891e+00 6.823563831377040145e+00 4.895403906291710960e+00 9.264901712574321380e+00 5.158797721686504190e+00
7.215988173693121954e-01 5.675082981990636100e+00 6.152431837237442913e+00 9.415462944696400882e+00 4.153633547210029420e+00 2.644399745754833830e+00 9.739316536577857786e-01 4.858442218780016475e+00
4.646628628609530409e+00 2.975931699114220397e-01 6.942774618573754886e+00 7.169471123652259692e+00 7.298114232911694366e+00 4.143510171895457006e+00 1.509884479415901648e-01 9.089751574841471893e+00
7.893787181103599337e+00 1.651991691631765624e+00 3.127859613262709892e+00 6.109453058195960296e+00 3.644902867188590800e+00 1.560385892014994891e+00 1.773038134245518149e+00 8.678896710470461073e+00
2.900946684444934753e+00 5.851796213146613468e+00 4.539948759094690089e+00 4.111781321725388239e+00 8.826344451768417088e+00 6.927080147947489941e+00 2.792733551957504723e+00 6.444023118528352523e-01
1.986236137588489603e+00 9.316827447029558229e+00 8.544135677806904638e+00 9.547347345609251690e+00 5.225334824317295901e-01 5.794716805909340351e+00 4.804962666491293888e+00 2.170897897556423040e-01
3.736204637343949475e+00 4.140918011765592155e+00 6.039072339140043155e+00 6.717487273552374738e+00 8.388657004383164306e+00 7.795262083188739588e+00 4.007010440412312136e+00 7.945292313896830549e+00
8.931243103976029829e+00 2.624896908588914890e+00 9.891970073781058304e+00 8.533070990157378688e+00 7.314771560377569593e+00 3.555656247063535780e+00 8.832894907073365331e+00 8.679590908270853333e+00
9.557664458336379454e+00 1.072565197369756973e-03 1.654104191897465270e-01 3.140700572587440398e+00 9.953161745927157966e+00 1.488442231559905515e+00 1.673771187085043577e+00 7.585720369179193234e+00
6.952966615432309982e-01 7.054734385962705190e+00 4.691652817790955332e+00 1.018821612531284337e-01 7.748238628662620364e+00 7.942010083604740700e+00 1.495694517458655559e+00 2.370363179008894150e-01
7.620637708943899469e+00 2.236701798933443897e+00 2.621743977651141755e+00 4.568695027754948512e+00 2.499269185070182253e+00 5.682835615907467997e+00 8.469429969102437283e+00 3.780995370295705538e+00
4.324651164320366448e+00 8.326191762741114388e+00 3.711319356941938707e+00 4.055327192616220433e-01 5.546714859719869217e+00 4.512462428109201618e+00 7.253009767267311503e+00 3.784505223145956165e+00
8.406624957089064765e+00 4.693146935836242761e+00 5.626434290121737014e+00 6.611993392450590257e+00 4.622418675246713349e+00 6.236369454887165098e+00 2.218806311853600555e+00 7.328631167551989734e+00
3.816820886959958692e+00 1.948345417705644733e+00 2.711627747939684419e+00 2.492250519628125272e+00 1.521390622554665839e+00 7.713737042013263157e+00 2.554117323639768511e+00 1.275434050485344528e+00
6.651671533226938493e+00 4.128049486799827861e+00 6.677677664388839140e+00 6.598135170979930741e+00 3.053776718774997789e+00 2.012242410287502281e+00 2.220271264991259486e+00 1.199708633439309224e+00
3.714544103026395927e-01 3.413158352411926888e-01 2.304965479145557605e+00 2.283537064654975524e+00 6.249106219248093730e+00 8.925611854667611311e+00 7.797280162429423456e+00 7.214512686280745157e+00
3.104421590352526295e+00 3.630834164231796279e+00 1.960817838642895383e+00 9.354917980336811212e+00 5.617340001760203982e+00 8.172915368907109013e+00 3.489139809470056530e+00 7.997142628236128203e+00
1.041044625273416235e+00 7.121201651273947775e+00 9.174484959156597341e+00 8.035853686291986264e+00 3.271131462989578242e+00 2.551071792638658131e+00 4.950021743571378252e+00 4.136109542694667240e+00
